Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic,ADF Score,FK Grade Level,Reading Time,WF Score,FK Reading Ease,FOG Scale,SMOG Index,ARI,CL Index,LW Formula,DC Score,Readability Consensus,Spache Formula,Cluster,Topic,Sentence
1365,3FK4G712NWZCC4JASMTDXD5J2R3SSM,2.4,3.8,4.2,11,62,40.90909091,3.090909091,81.81818182,16.66666667,18.18181818,1.454545455,22.22222222,16.66666667,6.4,0.76,5.4549,68.77,4.4,0,6.3,7.35,5.5,8.49,6,3.171818182,1,3,"Don't despair because it seems really old, Macs last for ever."
1366,3E9ZFLPWOXRVE72DHK5MSJGO883XI7,2.6,3.6,4.4,9,45,16.66666667,10.22222222,77.77777778,0,0,1.222222222,0,0,2.1,0.54,5.4448,96.18,3.6,0,2.4,2.87,3.5,5.84,3,3.063555556,2,3,"Don't despair, get it going if you have time!"
1367,3KWGG5KP6I1T7SH9B37R6Z2VOZZCM0,2.4,1.8,5.2,3,14,16.66666667,5.333333333,100,0,0,1,0,0,-2.7,0.18,4.9982,119.19,1.2,0,-1.2,-6.26,0.5,0.15,1,1.262,0,3,Don't do that.
1368,3VDI8GSXAESR3FVAJOTRR8MF2M38GJ,2.2,4.4,3.2,9,53,50,2,66.66666667,9.090909091,22.22222222,1.666666667,40,9.090909091,8,0.66,5.5844,53.88,3.6,0,6.6,8.03,4.5,12.86,8,4.974666667,0,3,don't forget to edit /dev/sdb1 by your harddrive node
1369,3ZLW647WAKUFNOHX8SD6YNK3CH6323,3.8,4.8,4.4,44,253,55.68181818,6.045454545,63.63636364,10.63829787,0,1.340909091,15.38461538,10.63829787,16.9,3.08,6.5858,52.2,21.24,0,23,9.42,27,9.77,10,8.020272727,0,3,"Don't get me wrong, there can still be a ""fourth wall"" during a live concert or video, but real, meaningful connection with the fans is what keeps me in their heads after the show's over (heck, even your ""character"" can interact with fans in-character)."
1370,3P6ENY9P78VYSH2YCGN0PXSUKIKIHZ,2,2.6,2.8,13,62,61.53846154,6.692307692,69.23076923,7.142857143,7.692307692,1.153846154,18.18181818,7.142857143,3.6,0.73,5.7102,92.12,5.2,0,3.2,3.23,5.5,5.5,6,3.333538462,3,3,don't know if chairlift or the highway to the top is open yet.
1371,3087LXLJ6LF37QUCD0AUG8GLI9R0FP,4,4,2.8,20,96,45,6.65,70,0,5,1.1,8.695652174,0,5.2,1.13,5.9569,93.48,8,0,6.7,4.18,9,6.21,5,4.089,2,3,Don't know when you're going but you might see if there is an ice show at the Olympic Ice Arena.
1372,3EHIMLB7F6Y53BQL3UB9C8YGHMG8HI,1.8,1.8,5.4,10,42,50,5.5,60,0,0,1,0,0,0.1,0.48,5.5807,112.09,4,0,-1,-0.79,4,0.5,0,2.249,2,3,Don't let the door hit you on the way out!
1373,3WRBLBQ2GQ79LQQ7OKGCYTGXJOR0GO,3,3.2,4.8,11,62,27.27272727,6,81.81818182,15.38461538,0,1.363636364,0,15.38461538,5.2,0.76,5.5581,77.23,4.4,0,6.3,7.35,4.5,0.55,5,2.39,2,3,Don't take them inside if you aren't willing to buy something.
1374,3HRWUH63QT1EQPTU8UZJ58LL18NN53,3.8,2.8,4.2,9,43,66.66666667,4.888888889,66.66666667,0,0,1,0,0,-0.4,0.51,5.1971,113.1,3.6,0,1.4,1.59,3.5,5.84,4,2.108,0,8,"Do stop by this year and ""Camp With Champ""."
1375,3BFF0DJK8WBDR4WPHMY37I154AHSTB,2.6,3.4,2.8,4,26,87.5,8,100,25,25,1.5,-1,25,3.7,0.34,5.4308,75.88,1.6,0,7.7,7.25,1,7.78,8,3.553,0,8,"double click ""New Printer"""
1376,3GITHABACXKMRSA7QBXL71I9HYW2NH,3.6,3.8,5,14,68,71.42857143,6.857142857,64.28571429,7.142857143,0,1.214285714,10,7.142857143,4,0.81,5.3758,91.11,5.6,0,4.1,4.52,7,7.71,5,2.813,3,9,Doug finally got to sashay around in public in a pair of pink heels.
1377,3U18MJKL1TLZPA29N4MRJERVTP9CN0,5.4,5.2,3.6,30,190,80,3.666666667,70,2.941176471,3.333333333,1.433333333,15.78947368,2.941176471,12.6,2.37,6.9158,57.95,13.33,0,18.9,12.14,16,11.44,13,7.075666667,3,2,"""Doug's campaign will receive the financial backing of the RNC, and get-out-the-vote efforts to defeat (Democrat) Bill Owens on Tuesday,'' Steele said in a statement issued by the RNC today."
1378,31JUPBOORM37P79BUFQ740RNY3P8LP,2.6,2.6,3.6,6,30,25,5.166666667,66.66666667,0,16.66666667,1.333333333,33.33333333,0,2.1,0.37,5.2649,90.77,2.4,0,1.2,1.38,2,6.57,2,3.118333333,4,3,Do we need permit or day-pass?
1379,3J5XXLQDHLAOKFFZW2XH0SHE9FYV32,3.8,3.2,5.2,16,95,43.75,2.8125,68.75,0,6.25,1.5,18.18181818,0,8.4,1.18,5.9771,63.7,8.9,0,10.1,9.97,11,9.36,9,4.7075,4,2,"""Do we really want to send another Democrat over there to continue that problem?"" Nealey asked."
1380,31J7RYECZKPPE7PQVUHSPQ4FKXIL1H,5.8,5.2,4.4,28,193,78.57142857,4.357142857,71.42857143,14.28571429,0,1.892857143,27.77777778,14.28571429,17.8,2.44,6.6186,17.68,22.63,0,20.5,17,22,13.48,18,8.472714286,3,1,"Downing Street is discreetly supporting the foreign secretary as a candidate for EU high representative for foreign affairs, with Tony Blair looking increasingly unlikely to win the presidency."
1381,3YZ7A3YHR4SB62LZGQG542VRO7W5SY,5.4,5.2,3.4,19,134,81.57894737,4.631578947,84.21052632,15,5.263157895,1.578947368,0,15,10.7,1.7,6.1285,52.19,11.81,0,16.8,17.52,12.5,15.38,11,6.686421053,0,5,Downing Street spin-doctor Damian McBride was forced out over leaked emails containing unfounded slurs against Tory MP Nadine Dorries.
1382,3JVP4ZJHDORNHHW2E8GFJ5TDY1J0IG,2,3.6,3.6,7,49,71.42857143,8.285714286,71.42857143,0,42.85714286,1.428571429,50,0,3.7,0.63,5.0273,81.29,8.51,0,11,14.86,3.5,13.01,4,4.283142857,0,4,download googleearth and check out niagara falls.
1383,3GL25Y6842THAQS42Z3EKCN5PHNXMN,2.2,2.2,3.2,3,20,66.66666667,0.666666667,66.66666667,0,0,1.666666667,-1,0,5.6,0.26,5.1177,59.97,1.2,0,8.3,9.23,0.5,14.31,1,6.995333333,3,0,Download the podcast
1384,3UYRNV2KISYXD7CW6S6MHSVC3YP8NR,3.6,3.4,5.2,7,44,85.71428571,2.857142857,57.14285714,0,14.28571429,1.714285714,50,0,7.2,0.56,5.5705,55.91,8.51,0,7.6,10.74,3.5,8.5,9,4.283142857,3,0,Downside are the dependencies at the moment.
1385,3QQUBC64ZDDNS8D4E0IEXRC5U7XXNN,3.6,4.6,3,8,49,37.5,4.875,75,0,0,1.5,50,0,5.2,0.62,5.3759,71.82,3.2,0,7.3,10.11,3,11.93,3,5.192,1,7,Downtown is starting to update it olds buildings.
1386,38XPGNCKHSZ92BY3WG20AX9KNFUV4N,4,3.6,2.8,10,65,50,10,70,0,20,1.6,20,0,7.2,0.82,5.542,61.33,12,0,9.9,12.56,6,12.03,13,3.969,2,9,Do you have that resolution specifically called out in xorg.conf?
1387,3Z8UJEJOCYCQN82WT1SL8ASHING39V,3.4,4,3.2,12,62,70.83333333,4.833333333,50,8.333333333,8.333333333,1.25,10,8.333333333,4.4,0.75,6.1427,84.68,4.8,0,4.6,6.02,5,6.86,5,3.964333333,2,3,Do you have the bluetooth applet in the corner of your screen?
1388,3J9UN9O9J2RJCSG8WQ1FV68DBG80JS,2.6,2.4,3.4,5,28,20,7.2,60,0,0,1.2,0,0,0.5,0.35,5.3289,100.24,2,0,3.7,4.96,1.5,7.04,2,3.264,2,4,Do you have these installed?
1389,34HEO7RUG5TWBTX3WX7HM36HUJDARK,2.2,2.8,4.4,10,43,25,6.4,50,0,10,1,8.333333333,0,0.1,0.5,5.6397,112.09,4,0,-0.5,0.38,4,7.29,0,2.249,2,3,do you think it needs to see 57600 to work?
1390,3VGET1QSZZYJ0NGROO53ZBC8LQM7WT,5,5,3,15,91,73.33333333,7.466666667,66.66666667,20,0,1.466666667,27.27272727,20,8,1.13,5.3925,64.71,8.67,0,10.2,11.13,7.5,10.7,8,6.394,0,0,"Driving around southeast Nigeria, examples of soil erosion at its worst are a common sight."
1391,30P8I9JKOHKRYU23ALLAFPFYNBPV5S,4,5.2,4.6,23,100,78.26086957,6.913043478,43.47826087,4.347826087,4.347826087,1.173913043,15.78947368,4.347826087,7.5,1.15,6.1457,81.97,9.2,0,6,2.45,11.5,7.52,8,4.829826087,3,5,Driving up the Taconic or Route 9 from one college to the other is a way to get a feel for the area.
1392,3ZQX1VYFTC4FVSC8776ZWHVHT8U8O6,5.2,5.4,3.2,16,94,71.875,7.375,75,6.25,6.25,1.5,28.57142857,6.25,8.4,1.16,5.7505,63.7,8.9,0,9.8,10.32,11,9.36,9,4.17,0,3,Dr. Mark Levin wrote a seminal book that really swept this country called Liberty and Tyranny.
1393,3XEDXEGFX2NENCMQEB1RWL8QQ580KR,5.2,4.8,3.4,22,135,77.27272727,5.045454545,68.18181818,4.545454545,0,1.636363636,0,4.545454545,11.9,1.67,5.5017,49.15,14.25,0,14,11.2,14,11.19,14,5.895545455,3,6,"Dr Matthew Hickman, reader in public health and epidemiology at the University of Bristol, said: 'The decision will be made on Monday.'"
1394,31YWE12TEZBYPNLHYT1P1UQFUSS7XM,5.6,5.8,4.6,44,246,54.54545455,6.090909091,65.90909091,6.52173913,6.818181818,1.386363636,11.11111111,6.52173913,6.7,2.98,5.999,73.47,9.52,9.7,7.6,7.59,7.666666667,10.47,8,5.057,4,2,"Dr Polly Taylor, a freelance consultant in veterinary anaesthesia, said: 'I'm aware of what has happened and I fully support David Nutt. I've still not come to a decision on what is the best course of action. I imagine we will take group action.'"
1395,3T6SSHJUZE9YOCDIIY5LP9T9KVZIIS,5.8,5.8,3.8,24,148,79.16666667,2.583333333,62.5,4.166666667,8.333333333,1.625,13.33333333,4.166666667,12.7,1.84,6.356,47.12,16.27,0,15.1,12.48,16,14.04,16,7.448,3,4,"Dr Sunita Shastri, considered an authority on the epic and advisor to Geeta Press, claimed to have accessed the controversial edition for two hours."
1396,3RWB1RTQDIMXGSO9M7JELH073DQ8PN,3.6,5.8,4.4,11,68,59.09090909,2.363636364,81.81818182,9.090909091,0,1.4,0,9.090909091,4.8,0.85,5.8287,78.25,4,0,10.9,10.24,5.5,12.03,11,2.249,4,7,"Drudge: ""Hillary: 'We tax everything that moves and doesn't move.' """
1397,3FI30CQHVJI88K4BAN4F6JZRGELB6J,5.4,5.4,5,19,113,63.15789474,5.368421053,73.68421053,5.263157895,5.263157895,1.526315789,0,5.263157895,9.5,1.4,5.9535,60.65,11.81,0,11.6,11.43,12.5,10.4,12,5.781157895,1,1,Drug Arm counsellor Richard Norman said it was no surprise that cocaine is becoming more accepted in the suburbs.
1398,3S8A4GJRD22NHY2HF4VF7VTYJ60V68,3.8,4,3.8,5,35,60,4.4,100,20,0,2,0,20,10,0.46,4.9143,32.56,18,0,10.3,13.08,3.5,13.36,10,4.984,0,4,Drugs charities were also critical.
1399,3SCKNODZ0WFTDT7DWNEG3SZHSEIN7I,5,5,3.4,13,82,84.61538462,6.461538462,61.53846154,15.38461538,0,1.615384615,12.5,15.38461538,8.4,1.03,5.7457,58.28,11.35,0,10.4,12.17,7.5,12.78,8,5.979692308,3,0,Ductal carcinoma in situ accounts for 20% of the diagnoses made through screening.
1400,3XABXM4AJ04IG4POMKY3LMQH89C8QE,2.2,3,3.6,4,19,75,7.5,100,25,25,1,0,25,-2.3,0.24,5.3176,118.18,1.6,0,-0.7,-1.46,1,7.78,-2,1.403,0,0,Dump Dede has more.
1401,3UUIU9GZC44CL2YE5QLVE7RDQQA5TN,4,4.8,4,12,78,87.5,1.666666667,58.33333333,0,8.333333333,1.75,0,0,10.3,0.98,4.9533,42.38,11.47,0,10.9,13.27,7,14.76,11,4.681,0,9,"During a 2006 examination, an SEC staffer asked Bernie Madoff for information."
1402,36818Z1KV2C4SRC1L76L4531O5Y3AA,5.8,5.6,4,46,267,69.56521739,5.369565217,60.86956522,12.76595745,4.347826087,1.456521739,8.108108108,12.76595745,20.1,3.26,8.1747,33.25,21.88,0,24.3,10.87,28,10.72,11,9.194565217,3,4,"During a very unifying Democratic convention, a media not ready to let go of the meme treated the viewing public to endless interviews with PUMAs from far and wide, talking about how, as women, they felt compelled to turn their backs on the Democratic Party for-EVAH."
1403,3TKXBROM5S9UJNXO0GQL1A89XAOIJ4,5,5.4,3.2,21,131,76.19047619,4.380952381,61.9047619,19.04761905,0,1.476190476,12.5,19.04761905,10.3,1.63,6.3789,58.62,12.21,0,14,12.53,12.5,10.69,13,6.666666667,0,9,"During her roundtable discussion, Clinton called on Pakistan to raise more of its own revenues, rather than relying on foreign aid."
1404,3BA7SXOG1IPIS54OZZN3QC0M4VE8RF,4.4,4.8,3.4,29,176,82.75862069,5.24137931,68.96551724,10.34482759,0,1.448275862,0,10.34482759,12.2,2.17,5.9574,58.96,12.98,0,17.1,11.91,16.5,11.61,12,7.003862069,3,3,"During lunch Saturday, Seaman Recruit Michael Ware, 20, was washing dishes in the mess hall, his right arm revealing the tattooed names of his older brother and younger sister."
1405,3B623HUYJ3PUTK41EON8GM5IQXX8S3,4.2,4.4,4,19,102,76.31578947,4.315789474,57.89473684,9.523809524,0,1.315789474,15.38461538,9.523809524,7.2,1.23,5.6743,77.57,9.71,0,8.9,7.43,10.5,8.73,9,4.875894737,0,0,During my many trips to this region I've always gone to Donnelly's with a fantastic view of the peaks.
1406,3P520RYKCG5RLFD35VB5J3DF94H5UE,5.2,6,3.2,29,175,74.13793103,2.344827586,68.96551724,3.448275862,0,1.482758621,15.78947368,3.448275862,13.4,2.16,6.629,50.5,14.36,0,16.9,11.5,16.5,13.24,17,7.893517241,0,1,"During the 1970s, when Iraqis enjoyed a flood of oil money, customers flocked to him to supply elaborate gardens, buying plants imported from Jordan and Syria, Mr. Abbas said."
1407,37PGLWGSJS5PU736I1QX2P8MCZOIK3,5.4,5.6,3.2,36,241,68.05555556,3.138888889,66.66666667,13.88888889,2.777777778,1.777777778,37.5,13.88888889,19.7,3.03,7.2769,18.02,19.96,0,23.5,16.2,23,13.76,20,9.498333333,3,7,"During the 2008 electoral cycle, the public conversation had to endure the endless bleatings of political pundits who knowingly warned that women may not support Barack Obama because he had denied Hillary Clinton the presidential nomination."
1408,3R5OYNIC2B8GECGXP5U9CDWUHQAPTS,5.8,5.4,2.6,40,254,66.25,5.15,70,4.87804878,2.5,1.525,26.31578947,4.87804878,17.7,3.16,7.4581,39.34,20,0,23.9,13.36,25,10.36,18,8.414,3,4,"During the man-made satellite project, when everyone else was not sure that the satellite would work perfectly in space given the limited testing facilities, Qian researched piles of documents and papers and wrote, ""In my opinion, the satellite is done."""
1409,3VI0PC2ZAXJ5ATDGFFIRCGCAKH2XO2,5,5.6,4,43,249,61.62790698,5.11627907,53.48837209,4.347826087,0,1.348837209,28,4.347826087,16.5,3.04,7.7335,53.21,18.13,0,22.7,10.58,23.5,9.81,10,8.702,3,7,"During the past several months, as I've traveled the district, meeting and talking with voters about the issues that matter most to them, I've been overwhelmed by the amount of support I've received as I sought to serve as their voice in Washington."
1410,3BAWBGQGYKY6LYGMYE07D9TUEHKV77,4.6,5.8,3.6,26,153,82.69230769,4.269230769,57.69230769,7.142857143,0,1.538461538,13.33333333,7.142857143,12.3,1.88,6.7346,53.55,15.02,0,14.7,10.22,16,12.21,15,6.489615385,3,8,"During the study period of 19 years, 12.7% of patients died with only 0.4% patients dying in the group with lupus developing in the transplanted kidneys."
1411,3JGHED38ECQNPSBR3PNRK8XOWYM7YS,5.6,6.2,2.6,28,182,71.42857143,3.75,60.71428571,6.896551724,0,1.857142857,38.46153846,6.896551724,17.8,2.28,6.6275,17.68,19.77,0,18.7,14.51,20,11.79,20,8.165571429,3,1,"During the test, vibrations are mechanically induced into the rocket by four hydraulic shakers and a sway is manually introduced for lateral motion to measure the vehicle's response."
1412,30P8I9JKOHKRYU23ALLAFPFYNBQ5V3,3.8,5,5,22,117,65.90909091,4.727272727,54.54545455,9.090909091,0,1.318181818,16.66666667,9.090909091,8.3,1.41,5.9169,74.53,10.62,0,10.1,6.96,13,7.6,8,4.722818182,3,1,"During the worst years, he said, it was difficult to buy plants, so the family used clippings to fill out the garden."
1413,3C8QQOM6JO00EDLO312YHPL11ZTIL6,4.8,4.4,3,19,133,84.21052632,4.894736842,73.68421053,13.63636364,15.78947368,1.789473684,25,13.63636364,13.1,1.69,6.3307,35.27,18.13,0,16.6,16.88,14.5,12.06,17,6.233789474,0,0,"Each month, the best new iPhone appsand some older onesare considered for admission into Gizmodo's Essential iPhone Apps Directory."
1414,371DNNCG431V8KHG3OSYQR14SGB8TS,6,5.8,3,68,395,80.14705882,5.779411765,52.94117647,5.797101449,2.985074627,1.537313433,30.76923077,5.797101449,28.2,4.82,8.2499,11.93,30.38,0,35.1,11.69,42,11.44,12,12.21137313,3,6,"Each of the candidates in the three-way contest in New York was drawing about one third of the support of voters surveyed, so the withdrawal of the Republican should fairly well hand the contest to the conservative - returning the contest, in a district that Republican John McHugh held until Obama named him secretary of the Army, to a clear race beween a hard-line conservative and a Democrat."
1415,3SBNLSTU6T43BRM6QOSWY7GMO3SZD3,5,5.2,5,19,115,78.94736842,2.473684211,47.36842105,0,0,1.526315789,8.333333333,0,9.5,1.42,5.3096,60.65,13.92,0,12.1,11.08,12.5,9.57,10,5.781157895,4,6,"Each of these 10 photos highlights what we love most about this time of year: creativity, imagination, and fantasy."
1416,3UYRNV2KISYXD7CW6S6MHSVC3YON85,4.2,5.2,3.2,12,64,70.83333333,5.25,50,0,0,1.416666667,10,0,5.6,0.78,5.3164,76.22,11.47,0,5.4,6.02,7,9.5,6,4.681,3,0,"Each of the three associate levels will be tied to an ""academy."""
1417,32CXT5U14F2A8XW53TI8VNN6BUI8UJ,6,6,2.4,29,197,75.86206897,3,75.86206897,17.24137931,0,1.689655172,8.695652174,17.24137931,15.8,2.48,7.5671,33.58,18.5,0,20.5,16.14,19.5,12.15,16,8.190068966,0,7,"Each one grows exponentially; creates dependent constituencies that lobby for yet more tax dollars; and empowers bureaucrats for whom mission failure ensures more staff, more money, and more power."
1418,3DW3BNF1GGHALCL58JSDR9PPP1QV8U,5.2,6,3.8,62,388,78.22580645,4.693548387,66.12903226,9.375,4.918032787,1.655737705,31.42857143,9.375,28.3,4.8,8.3669,1.1,29.65,0,34.3,13.83,42,13.13,14,11.83672131,3,9,"Earlier in the day, a top aide to Abbas, Saeb Erekat, told The Associated Press that Abbas rejected Clinton's request that he allow Israel's government to complete building 3,000 units in Jewish settlements in the West Bank, and to allow the government to construct public buildings and continue construction in east Jerusalem - a territory Palestinians hope will be their future capital."
1419,34D9ZRXCYQT8C8XGBM7MCDBDGLWAS8,5.2,6,3.6,26,171,80.76923077,3.653846154,53.84615385,10.71428571,4,1.6,27.27272727,10.71428571,13,2.14,6.4402,46.1,16.4,0,18.6,15.26,17,14.35,17,7.116,3,4,"Earlier in the week, President Obama announced the largest-ever investment in the nation's electric grid - more than $3.4 billion in grants distributed among 100 grantees."
1420,3Z33IC0JCZLAZH4FDBYRR5K0978V9J,4.6,5,4.6,24,128,60.41666667,3.416666667,58.33333333,4.166666667,4.166666667,1.208333333,14.28571429,4.166666667,3.3,1.54,5.8161,93.14,6.47,0,5.2,5.26,5.5,8.18,6,3.606,4,5,"""Earlier,"" said one villager, ""we used to fear the tigers and wild boars. Now we fear the guns of the Naxalites and the police."""
1421,3NOEP8XAU31NVTPHUFV61GH0UMYXPJ,4.6,5.2,3.6,24,132,66.66666667,3.916666667,50,4,4.347826087,1.260869565,0,4,8.7,1.6,6.3333,73.51,10.94,0,12.4,9.23,13,10.27,9,5.20373913,1,8,"Earlier, the IEC announced that it planned to open 6,322 polling stations for the run-off - more than it did during the first round."
1422,3T2EL38U0LJ8V5QWUSAV1L7AZIKXQA,5.6,5.6,3,22,140,81.81818182,5.5,63.63636364,0,0,1.590909091,14.28571429,0,11.9,1.75,5.2845,49.15,14.25,0,15.1,13.58,14,11.19,14,6.677363636,3,9,"Earlier this year, the Obama administration called for the Israelis to halt building more housing on land the Palestinians regard as theirs."
1423,311HQEI8RRFNUILWZBPAYF6Q2SQ7ZJ,4.6,5.8,4,19,130,81.57894737,7.368421053,78.94736842,31.57894737,0,1.789473684,25,31.57894737,13.1,1.65,5.8742,35.27,11.81,0,15.8,15.37,12.5,12.06,13,6.233789474,0,8,"Early indications were that the injured had spinal injuries, broken legs, ankles, a possible dislocated shoulder, trauma and cuts."
1424,3DW3BNF1GGHALCL58JSDR9PPP1R8V8,4,4.4,4,5,36,80,5.4,100,40,0,1.8,0,40,7.6,0.47,5.6054,49.48,10,0,11.2,14.24,2.5,16.52,8,4.984,0,5,Early users reported mixed feelings.
1425,3N3WJQXELRPW3S7MEYH6U9EKC3WL2Y,1.8,2.6,4,2,12,0,7.5,100,0,0,1,0,0,-3.1,0.16,5.1417,120.21,0.8,0,5.5,-1.61,0,0.1,0,1.121,0,2,Easy enough.
1426,37SOB9Z0SRWLOA35IYVBDJJCIHWL39,5.8,5.2,2.2,24,151,83.33333333,4.375,62.5,16,0,1.708333333,22.22222222,16,13.8,1.88,6.7396,38.66,14.6,0,15.7,13,16,12.72,13,7.089666667,3,9,"Economic growth in China accelerated to 8.9 percent last quarter, fueled by government stimulus spending and more than $1 trillion of new bank lending."
1427,363A7XIFV3LO40EK5HCRN0VKFPQVAY,5.4,5.4,3.2,33,217,75.75757576,3.727272727,69.6969697,14.70588235,0,1.575757576,28.57142857,14.70588235,16.2,2.72,6.6347,37.98,18.05,0,21.5,14.57,20.5,14.36,15,8.619272727,3,2,"Economies across Asia are ""rebounding fast"" from the global crisis, helped by fiscal support that the region's governments must maintain amid weak global export demand, the International Monetary Fund said on Oct. 29."
1428,3WKGUBL7SYL666M9IC0UNOBIWHSL4U,5.2,5.8,4.4,22,137,68.18181818,4.227272727,63.63636364,8.695652174,4.545454545,1.545454545,15.38461538,8.695652174,10.7,1.7,6.4552,57.61,14.25,0,14.4,12.24,14,11.19,14,5.895545455,1,6,"Ed argued this morning that Scozzafava's withdrawal is likely to hurt Owens ""tremendously"" because it frees up a ton of Republican votes."
1429,3KVQ0UJWPWK4DJ280VQ61RYCUKS5WD,3.8,5.8,3.4,23,125,69.56521739,5,43.47826087,4,0,1.173913043,8.333333333,4,7.5,1.51,6.6459,81.97,9.2,0,11.2,7.72,11.5,10.96,8,4.829826087,3,7,"Eddie House, who came off the bench and scored 22 points on 9-of-13 shooting, drilled four of his seven threes in the second."
1430,3DIIW4IV8OU4G5E3X93HV8JQFDY4IZ,4.2,5.4,3.6,23,134,67.39130435,5.304347826,60.86956522,8.333333333,0,1.304347826,7.142857143,8.333333333,8.7,1.65,5.6634,73.51,9.2,0,13,9.75,11.5,10.96,9,5.951565217,0,5,"""Eddie's a great shooter,"" said Marquis Daniels, who finished with four assists and scored all 7 of his points in that second quarter."
1431,3D4BBDG7ZGVSL69Z5L2CA0TPO8J3CC,5,4.4,2.8,33,199,72.72727273,2.757575758,57.57575758,0,3.03030303,1.515151515,11.76470588,0,15,2.45,6.8733,46.44,18.05,0,18.9,11.79,20.5,12.45,12,7.316242424,3,5,"Ed Hubbard, co-founder and CEO of the Witch School, said he underestimated the difficulty faced by the school when it relocated to Rossville, about 125 miles south of Chicago near the Indiana border."
1432,3YKP7CX6G1ERCKIGTX97CXZNBP5B7I,5.2,5.6,3,29,195,81.03448276,6.137931034,68.96551724,10.34482759,0,1.793103448,16.66666667,10.34482759,17,2.45,7.8411,25.12,18.5,0,20.2,15.91,20.5,10.52,21,7.300413793,3,7,"Edison, Whirlpool to get stimulus money: Detroit Edison and the Whirlpool Corporation in Benton Harbor will receive $103 million in federal stimulus money to make investments in green technology."
1433,3MG8450X2N9VEPVMPAKJH9IW04HPUJ,2,1.8,3.8,8,52,68.75,8,62.5,0,25,1.625,0,0,6.4,0.66,5.5076,63.36,8.2,0,9.1,11.56,4,9.95,9,5.192,0,3,edit: and that thing about rhythmbox taking forever.
1434,3X0EMNLXEOOVR4KMU0UODVKFEBQPV8,2,3.2,4.8,7,41,85.71428571,4.857142857,85.71428571,14.28571429,0,1.428571429,0,14.28571429,3.7,0.51,5.3214,81.29,2.8,0,5.6,8.24,2.5,8.5,3,4.283142857,0,6,EDITED Bad news for not English speakers.
1435,386T3MLZLMUUSBKP5M4O6GZZV5D80F,2.2,3.6,2.6,7,45,57.14285714,2.142857143,57.14285714,0,14.28571429,1.714285714,0,0,7.2,0.57,5.3505,55.91,2.8,0,8.3,9.87,2.5,15.26,3,5.511714286,0,8,*edit: I disable this before using wifi-radar
1436,3XDSWAMB21RKS7F13WE8N8M0Y0WCQN,3.4,4.4,4.8,13,68,76.92307692,3.846153846,53.84615385,7.692307692,0,1.461538462,20,7.692307692,7.2,0.82,5.8297,66.74,8.28,0,5.4,5.9,6.5,11.57,7,5.979692308,1,4,Edit: It seems to be an error in the latest version of Greasemonkey.
1437,3OCZWXS7ZN6O2PQ9WHJ4SGHWWDNL5Z,3.2,3.4,2.4,12,90,83.33333333,3.583333333,91.66666667,6.666666667,0,1.916666667,66.66666667,6.666666667,11.5,1.16,6.008,33.92,4.8,0,15.6,16.63,6,13.44,12,6.114333333,0,4,Edit: just tried Beep Media Player (sudo apt-get install beep-media-player from universe).
1438,372AGES0I348765W77ZV6BHFV4MXRB,2.2,3.2,5.6,23,121,52.17391304,4.347826087,78.26086957,4.166666667,13.04347826,1.260869565,25,4.166666667,8.7,1.45,6.2046,73.51,10.94,0,10.3,6.22,12.5,9.58,10,5.577652174,0,4,"Edit: Maybe not, the deps are ugly and SourceForge is down for maintenance (as usual) so I can't even grab the gtk# libs."
1439,3BDORL6HKJCK48U1GB38SYW5UMYCRO,3.6,3.4,4,17,95,61.76470588,8.117647059,64.70588235,6.25,6.25,1.625,22.22222222,6.25,9.5,1.16,6.0678,55.24,11.4,0,9.8,9.97,10.5,9.36,10,5.245,0,9,Edit: Moderator - If this has not been posted before please consider making this link a sticky.
1440,3B9J25CZ24CW5NUEV03DI811GOHCSC,2.2,3.4,4.8,10,56,70,1.4,70,18.18181818,0,1.5,20,18.18181818,6,0.69,5.1619,69.79,8,0,5.7,5.6,5,12.03,6,5.689,1,0,"EDIT: OK, I'm ignorant, and the above amply displays it."
1441,3X2LT8FDHVHN01LAYTX9DB83WAT8WI,5.6,5.2,2.4,71,424,86.61971831,4.38028169,54.92957746,2.631578947,0,1.591549296,11.76470588,2.631578947,31,5.2,8.4608,-0.6,34.03,0,37.6,11.45,49.5,14.27,31,12.78802817,3,0,"EDITOR: The study abstract, ""Recurrence of Lupus Nephritis Following Kidney Transplantation,"" (SA-PO3076) will be presented as part of a Poster Session during the American Society of Nephrology's 42nd Annual Meeting and Scientific Exposition on Oct. 31, from 10:00 am to 12:00 pm in the Scientific Exposition Hall of the San Diego Convention Center in San Diego, CA and at a Press Briefing on Oct. 29 at 12:40 pm in Room 12."
1442,36QZ6V1588CSRHBEHRODCEN7NOOSU2,5,5.2,3.8,47,273,78.72340426,4.106382979,59.57446809,6.382978723,6.382978723,1.489361702,23.52941176,6.382978723,20.4,3.33,7.141,32.23,24.76,0,24.8,11.1,30.5,12.35,25,9.478765957,3,6,"Ed Morrissey at Hot Air has the latest Siena Poll that doomed Scozzafava and adds: This confirms the basic thrust of the three earlier polls, and especially the Daily Kos poll, which got the ranking of the candidates and the distribution of the vote almost exactly correct."
